Date,INFY.NS,TCS.NS,WIPRO.NS
2019-04-01,645.1815185546875,1752.8421630859375,127.202392578125
2019-04-02,648.8555908203125,1793.953125,127.202392578125
2019-04-03,643.6436767578125,1793.953125,127.202392578125
2019-04-04,639.0296630859375,1738.045654296875,125.93839263916016
2019-04-05,648.7701416015625,1767.207763671875,127.42117309570312
2019-04-08,655.5629272460938,1786.576416015625,128.1990203857422
2019-04-09,649.880859375,1804.4791259765625,133.1091766357422
2019-04-10,643.1310424804688,1760.261962890625,136.60948181152344
2019-04-11,634.5866088867188,1742.3594970703125,136.75531005859375
2019-04-12,638.9014892578125,1738.045654296875,137.77626037597656
2019-04-15,621.5991821289062,1823.287353515625,139.86671447753906
2019-04-16,618.694091796875,1839.2490234375,136.5608673095703
2019-04-18,612.6704711914062,1854.9937744140625,138.4568634033203
2019-04-22,616.0881958007812,1864.829345703125,140.13409423828125
2019-04-23,622.1973876953125,1859.30810546875,141.5196533203125
2019-04-24,629.246337890625,1883.8106689453125,142.46763610839844
2019-04-25,622.496337890625,1893.775390625,143.5128936767578
2019-04-26,630.57080078125,1931.348876953125,143.31842041015625
2019-04-30,641.9774169921875,1950.157470703125,145.14149475097656
2019-05-02,624.4188842773438,1911.3759765625,142.7593536376953
2019-05-03,618.2669677734375,1839.4208984375,141.42242431640625
2019-05-06,613.823974609375,1861.7235107421875,141.3981170654297
2019-05-07,619.0786743164062,1856.633544921875,142.85658264160156
2019-05-08,614.6355590820312,1857.4097900390625,141.3981170654297
2019-05-09,616.0881958007812,1874.40625,141.49533081054688
2019-05-10,612.49951171875,1842.6998291015625,141.155029296875
2019-05-13,614.934814453125,1836.6168212890625,140.54734802246094
2019-05-14,609.936279296875,1805.212646484375,138.35964965820312
2019-05-15,611.8587036132812,1807.8436279296875,137.581787109375
2019-05-16,626.384033203125,1819.36181640625,138.72425842285156
2019-05-17,618.5233764648438,1807.8868408203125,139.23471069335938
2019-05-20,617.2415771484375,1849.730712890625,141.1063995361328
2019-05-21,606.0485229492188,1820.2239990234375,139.47779846191406
2019-05-22,606.43310546875,1796.067138671875,137.6304168701172
2019-05-23,598.9995727539062,1772.1685791015625,137.19288635253906
2019-05-24,605.9631958007812,1766.948486328125,137.53318786621094
2019-05-27,605.0231323242188,1773.1170654296875,136.3664093017578
2019-05-28,622.11181640625,1789.1649169921875,137.55747985839844
2019-05-29,621.8555908203125,1818.3262939453125,138.8944091796875
2019-05-30,626.7686157226562,1851.7586669921875,140.0125732421875
2019-05-31,630.3572387695312,1895.1124267578125,139.23471069335938
2019-06-03,636.2528076171875,1934.583984375,141.6168670654297
2019-06-04,628.2638549804688,1898.7508544921875,142.80796813964844
2019-06-06,628.5200805664062,1883.965087890625,141.714111328125
2019-06-07,631.5106201171875,1897.576171875,143.43995666503906
2019-06-10,643.814453125,1940.8468017578125,144.43658447265625
2019-06-11,645.0107421875,1959.3720703125,144.728271484375
2019-06-12,644.0706787109375,1966.4168701171875,144.87411499023438
2019-06-13,643.5076904296875,1960.5032958984375,145.0685577392578
2019-06-14,641.6011962890625,1960.850830078125,145.26303100585938
2019-06-17,641.6878662109375,1956.2413330078125,145.4331817626953
2019-06-18,650.00634765625,1957.67626953125,144.87411499023438
2019-06-19,651.522705078125,1965.5477294921875,142.9537811279297
2019-06-20,654.1223754882812,1981.246826171875,139.5021209716797
2019-06-21,650.049560546875,1956.8062744140625,138.96734619140625
2019-06-24,645.9771728515625,1979.1158447265625,138.0193328857422
2019-06-25,648.2300415039062,1972.4185791015625,138.69993591308594
2019-06-26,640.5181274414062,1960.5897216796875,139.11318969726562
2019-06-27,633.02294921875,1959.1549072265625,137.14425659179688
2019-06-28,634.2794189453125,1937.106689453125,136.3664093017578
2019-07-01,633.6728515625,1947.84814453125,137.0956268310547
2019-07-02,641.2113037109375,1958.763671875,138.1894989013672
2019-07-03,633.6728515625,1946.196044921875,137.5088653564453
2019-07-04,635.8389892578125,1950.544921875,137.99502563476562
2019-07-05,622.1483154296875,1881.35595703125,132.1611785888672
2019-07-08,621.8018188476562,1892.0533447265625,129.75469970703125
2019-07-09,619.98193359375,1855.4808349609375,129.0740966796875
2019-07-10,621.4984130859375,1833.6063232421875,129.7790069580078
2019-07-11,625.1810302734375,1828.6922607421875,130.1679229736328
2019-07-12,629.7303466796875,1833.0845947265625,125.88977813720703
2019-07-15,675.3082275390625,1866.2220458984375,126.35161590576172
2019-07-16,680.0740356445312,1835.971435546875,126.40023040771484
2019-07-17,688.132568359375,1845.779052734375,126.20577239990234
2019-07-18,686.8760375976562,1801.0560302734375,130.82424926757812
2019-07-19,680.550537109375,1810.6461181640625,128.68519592285156
2019-07-22,679.6840209960938,1839.3712158203125,128.73377990722656
2019-07-23,684.579833984375,1841.593994140625,128.58792114257812
2019-07-24,681.3303833007812,1827.9508056640625,128.4420928955078
2019-07-25,688.4357299804688,1855.0631103515625,127.49408721923828
2019-07-26,681.9368896484375,1838.6302490234375,128.150390625
2019-07-29,685.79296875,1856.89404296875,127.56700897216797
2019-07-30,686.8760375976562,1899.7420654296875,127.51837921142578
2019-07-31,687.6992797851562,1922.887451171875,128.97683715820312
2019-08-01,666.2100219726562,1900.527099609375,131.4562530517578
2019-08-02,672.058837890625,1922.5389404296875,128.17471313476562
2019-08-05,673.0120239257812,1960.28759765625,127.37255859375
2019-08-06,671.0623779296875,1930.908203125,125.86546325683594
2019-08-07,672.4920654296875,1929.6439208984375,127.63992309570312
2019-08-08,683.4533081054688,1968.5694580078125,129.19561767578125
2019-08-09,684.4065551757812,1958.2388916015625,128.10177612304688
2019-08-13,662.6573486328125,1917.4384765625,125.6709976196289
2019-08-14,671.3656616210938,1921.7542724609375,122.04916381835938
2019-08-16,671.14892578125,1887.4935302734375,121.14977264404297
2019-08-19,673.8350830078125,1885.662841796875,122.55960845947266
2019-08-20,686.91943359375,1906.367431640625,123.14300537109375
2019-08-21,692.7249145507812,1905.8878173828125,122.70545196533203
2019-08-22,689.4754028320312,1931.867431640625,122.53530883789062
2019-08-23,695.1077270507812,1959.50244140625,122.21930694580078
2019-08-26,695.4110107421875,1984.435546875,121.10115051269531
2019-08-27,679.9007568359375,1949.7384033203125,121.5873031616211
2019-08-28,695.36767578125,1952.136474609375,121.174072265625
2019-08-29,699.2236938476562,1947.0799560546875,120.9552993774414
2019-08-30,706.1123657226562,1969.876708984375,123.67776489257812
2019-09-03,705.5491333007812,1962.9027099609375,123.31314849853516
2019-09-04,711.6578979492188,1957.49755859375,124.47991943359375
2019-09-05,722.705810546875,1931.25732421875,124.26116180419922
2019-09-06,727.9915771484375,1915.7396240234375,122.51099395751953
2019-09-09,718.4166259765625,1902.9676513671875,124.26116180419922
2019-09-11,710.6181030273438,1877.81689453125,120.63929748535156
2019-09-12,707.4120483398438,1860.0323486328125,118.88914489746094
2019-09-13,718.5900268554688,1867.3115234375,119.278076171875
2019-09-16,717.20361328125,1874.32958984375,120.12884521484375
2019-09-17,720.2797241210938,1850.486328125,118.6946792602539
2019-09-18,719.0664672851562,1864.3477783203125,118.76760864257812
2019-09-19,711.1380004882812,1832.4407958984375,117.40637969970703
2019-09-20,697.5340576171875,1800.6204833984375,119.56975555419922
2019-09-23,662.3106079101562,1757.336669921875,116.36114501953125
2019-09-24,688.0457763671875,1782.531005859375,117.01744842529297
2019-09-25,686.8326416015625,1820.67138671875,116.09375762939453
2019-09-26,678.0809326171875,1819.930419921875,115.26728820800781
2019-09-27,677.7777709960938,1792.5130615234375,115.02421569824219
2019-09-30,698.0972290039062,1830.130126953125,116.57991790771484
2019-10-01,687.6124877929688,1795.8260498046875,113.51713562011719
2019-10-03,680.7237548828125,1796.0872802734375,114.65960693359375
2019-10-04,687.5259399414062,1812.738525390625,115.5589828491211
2019-10-07,684.1465454101562,1785.1466064453125,115.24298858642578
2019-10-09,679.0341796875,1761.0853271484375,115.58329010009766
2019-10-10,678.5142822265625,1747.44189453125,116.28821563720703
2019-10-11,706.0257568359375,1732.098388671875,116.40975189208984
2019-10-14,681.1571044921875,1761.8697509765625,118.35437774658203
2019-10-15,665.7333374023438,1776.080078125,118.45159912109375
2019-10-16,668.4628295898438,1784.01318359375,121.00392150878906
2019-10-17,666.773193359375,1805.842041015625,120.49345397949219
2019-10-18,665.3433837890625,1829.3160400390625,121.00392150878906
2019-10-22,557.6372680664062,1824.025146484375,123.26453399658203
2019-10-23,570.8422241210938,1840.652587890625,123.6534652709961
2019-10-24,557.461669921875,1851.233642578125,121.34423065185547
2019-10-25,559.3042602539062,1889.423095703125,122.99715423583984
2019-10-27,569.3067626953125,1881.198486328125,123.31314849853516
2019-10-29,570.8861694335938,1951.5758056640625,124.06668853759766
2019-10-30,579.6162719726562,2003.1021728515625,123.84793090820312
2019-10-31,601.5515747070312,2018.0849609375,126.0599136352539
2019-11-01,603.569580078125,1956.9549560546875,125.71961975097656
2019-11-04,622.0829467773438,1950.7752685546875,124.747314453125
2019-11-05,610.7643432617188,1957.799560546875,125.6709976196289
2019-11-06,624.9783935546875,1945.92919921875,124.86885833740234
2019-11-07,631.8221435546875,1943.1282958984375,126.2300796508789
2019-11-08,621.3372802734375,1893.868896484375,124.65007781982422
2019-11-11,618.046875,1868.0830078125,124.67439270019531
2019-11-13,606.5965576171875,1937.12646484375,123.04576873779297
2019-11-14,618.8365478515625,1953.3094482421875,122.87561798095703
2019-11-15,617.608154296875,1933.436279296875,122.77838897705078
2019-11-18,618.7488403320312,1914.00830078125,121.27130126953125
2019-11-19,625.4609375,1875.0628662109375,121.73314666748047
2019-11-20,625.5925903320312,1874.8408203125,121.00392150878906
2019-11-21,625.8118896484375,1883.33251953125,120.34761047363281
2019-11-22,608.2199096679688,1842.0751953125,118.18421936035156
2019-11-25,612.5192260742188,1850.7890625,118.1355972290039
2019-11-26,605.9385986328125,1819.8017578125,115.48606872558594
2019-11-27,610.4573364257812,1826.6038818359375,116.70144653320312
2019-11-28,615.8094482421875,1847.0989990234375,116.57991790771484
2019-11-29,610.9837036132812,1825.6700439453125,115.5589828491211
2019-12-02,607.7811889648438,1797.0391845703125,115.99652099609375
2019-12-03,612.7383422851562,1823.6697998046875,115.12144470214844
2019-12-04,621.9512329101562,1848.121826171875,117.7466812133789
2019-12-05,627.2157592773438,1886.1778564453125,118.47590637207031
2019-12-06,627.43505859375,1888.2230224609375,117.16329956054688
2019-12-09,629.3215942382812,1832.0723876953125,116.87159729003906
2019-12-10,626.9524536132812,1789.748046875,115.77774810791016
2019-12-11,632.6557006835938,1815.57861328125,116.70144653320312
2019-12-12,616.0288696289062,1796.9056396484375,116.40975189208984
2019-12-13,624.1010131835938,1841.6751708984375,118.54884338378906
2019-12-16,626.469970703125,1891.0234375,118.2085189819336
2019-12-17,640.2452392578125,1924.989013671875,118.98637390136719
2019-12-18,642.6582641601562,1927.4793701171875,120.71222686767578
2019-12-19,641.2543334960938,1981.98486328125,121.14977264404297
2019-12-20,641.8684692382812,1976.5157470703125,122.41376495361328
2019-12-23,645.7730712890625,1984.3411865234375,123.41038513183594
2019-12-24,643.49169921875,1970.02587890625,122.63253784179688
2019-12-26,639.5872802734375,1957.8885498046875,121.68453979492188
2019-12-27,646.6065063476562,1954.8211669921875,120.34761047363281
2019-12-30,643.0530395507812,1941.2166748046875,121.0282211303711
2019-12-31,641.517578125,1922.0997314453125,119.49683380126953
2020-01-01,646.518798828125,1927.345947265625,120.4205322265625
2020-01-02,644.63232421875,1918.4989013671875,120.71222686767578
2020-01-03,654.547119140625,1956.7322998046875,122.0734634399414
2020-01-06,648.2736206054688,1956.554931640625,122.58391571044922
2020-01-07,638.666015625,1961.3568115234375,124.06668853759766
2020-01-08,630.1551513671875,2005.2803955078125,123.87223052978516
2020-01-09,638.3588256835938,1968.9141845703125,123.31314849853516
2020-01-10,647.659423828125,1968.202880859375,122.38946533203125
2020-01-13,678.7196655273438,1947.5738525390625,123.87223052978516
2020-01-14,680.562255859375,1962.2901611328125,125.03900146484375
2020-01-15,673.4552612304688,1980.0731201171875,120.68791961669922
2020-01-16,672.97265625,1990.654296875,121.75745391845703
2020-01-17,673.7183837890625,1973.1373291015625,122.0734634399414
2020-01-20,674.2448120117188,1929.791015625,120.56637573242188
2020-01-21,669.024169921875,1930.4134521484375,120.12884521484375
2020-01-22,675.7803344726562,1962.2901611328125,119.52114868164062
2020-01-23,688.1956787109375,1952.5316162109375,120.90668487548828
2020-01-24,686.7918701171875,1945.802734375,120.85787963867188
2020-01-27,682.7118530273438,1933.1929931640625,119.7596206665039
2020-01-28,682.6242065429688,1946.114990234375,119.12506866455078
2020-01-29,692.889892578125,1920.1373291015625,120.44297790527344
2020-01-30,684.9931640625,1905.209716796875,117.4898681640625
2020-01-31,680.825439453125,1852.8084716796875,115.58621215820312
2020-02-03,673.3236694335938,1873.7064208984375,115.87907409667969
2020-02-04,691.2665405273438,1878.3853759765625,117.27021026611328
2020-02-05,688.3711547851562,1912.96337890625,118.24644470214844
2020-02-06,676.789306640625,1896.7435302734375,118.9298095703125
2020-02-07,682.0098266601562,1904.051513671875,119.07624053955078
2020-02-10,678.4125366210938,1926.687255859375,117.58748626708984
2020-02-11,678.7196655273438,1919.0677490234375,117.75833129882812
2020-02-12,685.3001708984375,1934.529541015625,119.32030487060547
2020-02-13,695.1272583007812,1953.422607421875,118.97863006591797
2020-02-14,690.038330078125,1946.515869140625,118.56372833251953
2020-02-17,692.6705322265625,1963.4927978515625,119.0030288696289
2020-02-18,699.8653564453125,1974.6329345703125,119.12506866455078
2020-02-19,702.3218994140625,1957.34375,120.85787963867188
2020-02-20,699.2948608398438,1922.09814453125,119.93045806884766
2020-02-24,698.285888671875,1885.158203125,119.19828033447266
2020-02-25,700.5233154296875,1921.51806640625,119.14946746826172
2020-02-26,686.7918701171875,1892.5107421875,117.09937286376953
2020-02-27,682.4925537109375,1876.3800048828125,113.0479965209961
2020-02-28,642.0000610351562,1782.49462890625,108.0936050415039
2020-03-02,650.2039184570312,1783.5191650390625,107.77633666992188
2020-03-03,655.4243774414062,1814.6209716796875,109.19186401367188
2020-03-04,665.7340087890625,1856.50634765625,111.70568084716797
2020-03-05,662.0927734375,1893.8028564453125,112.12057495117188
2020-03-06,648.361328125,1886.13818359375,109.11865234375
2020-03-09,618.0906982421875,1757.719482421875,104.65237426757812
2020-03-11,601.9025268554688,1741.0989990234375,104.01783752441406
2020-03-12,553.8204956054688,1577.25537109375,97.18418884277344
2020-03-13,563.6036376953125,1609.7391357421875,96.35438537597656
2020-03-16,511.6611022949219,1511.7984619140625,87.73910522460938
2020-03-17,486.91802978515625,1477.5767822265625,84.49312591552734
2020-03-18,468.7995910644531,1474.36865234375,82.95555877685547
2020-03-19,478.67041015625,1468.9378662109375,79.24586486816406
2020-03-20,513.4596557617188,1613.5555419921875,87.47064208984375
2020-03-23,461.9118957519531,1498.8756103515625,83.05318450927734
2020-03-24,517.4956665039062,1528.903564453125,86.07951354980469
2020-03-25,531.8853759765625,1571.229736328125,85.24971008300781
2020-03-26,564.1739501953125,1607.720703125,89.13024139404297
2020-03-27,572.684814453125,1637.8380126953125,89.56954956054688
2020-03-30,549.8721923828125,1596.5445556640625,89.88682556152344
2020-03-31,562.8577880859375,1639.274658203125,96.01270294189453
2020-04-01,528.902099609375,1533.930419921875,92.49825286865234
2020-04-03,513.8983764648438,1484.961181640625,87.86114501953125
2020-04-07,560.664306640625,1593.58203125,93.66973114013672
2020-04-08,554.1714477539062,1530.9677734375,94.15785217285156
2020-04-09,558.2513427734375,1585.458251953125,96.01270294189453
2020-04-13,559.2604370117188,1579.2640380859375,92.35182189941406
2020-04-15,560.7081909179688,1557.629638671875,91.05831146240234
2020-04-16,547.3714599609375,1540.483642578125,91.69287109375
2020-04-17,551.6708984375,1621.410400390625,91.27796936035156
2020-04-20,573.2112426757812,1632.5867919921875,88.3980712890625
2020-04-21,555.5753173828125,1559.873779296875,86.90930938720703
2020-04-22,563.1649169921875,1588.4656982421875,87.15337371826172
2020-04-23,596.0238037109375,1686.0889892578125,88.3004379272461
2020-04-24,577.3350830078125,1632.4971923828125,86.76287078857422
2020-04-27,583.1258544921875,1648.7003173828125,88.86177825927734
2020-04-28,579.7041015625,1668.8536376953125,87.71470642089844
2020-04-29,593.6110229492188,1710.6861572265625,88.17841339111328
2020-04-30,627.7860717773438,1808.355224609375,93.20602416992188
2020-05-04,591.1104125976562,1732.9486083984375,92.7667236328125
2020-05-05,591.1104125976562,1735.013427734375,89.9112319946289
2020-05-06,584.2665405273438,1708.845947265625,91.3023681640625
2020-05-07,583.4330444335938,1698.118408203125,89.8624267578125
2020-05-08,591.549072265625,1699.6893310546875,89.81361389160156
2020-05-11,599.1826171875,1737.302490234375,90.1552963256836
2020-05-12,603.3502807617188,1750.0496826171875,91.3023681640625
2020-05-13,609.053466796875,1750.1849365234375,92.59587860107422
2020-05-14,577.4667358398438,1707.7235107421875,90.78984832763672
2020-05-15,572.3338012695312,1699.2403564453125,89.71598052978516
2020-05-18,582.5118408203125,1746.548828125,88.93499755859375
2020-05-19,586.6356201171875,1749.286865234375,90.00885772705078
2020-05-20,587.4690551757812,1753.7303466796875,90.2773208618164
2020-05-21,589.7942504882812,1787.4833984375,92.30300903320312
2020-05-22,607.47412109375,1813.6513671875,92.25419616699219
2020-05-26,597.1206665039062,1744.215087890625,92.15657043457031
2020-05-27,618.9681396484375,1800.140869140625,98.233642578125
2020-05-28,620.6790771484375,1799.2432861328125,97.30621337890625
2020-05-29,614.5424194335938,1770.5618896484375,103.87139892578125
2020-06-01,622.1464233398438,1836.00341796875,104.96965789794922
2020-06-02,629.7503662109375,1837.7095947265625,105.36014556884766
2020-06-03,623.9251708984375,1842.211181640625,103.16361999511719
2020-06-04,629.439208984375,1883.0860595703125,105.5553970336914
2020-06-05,625.703857421875,1844.1015625,106.77568817138672
2020-06-08,641.0897216796875,1865.259521484375,110.53419494628906
2020-06-09,638.1993408203125,1865.529541015625,106.5804443359375
2020-06-10,636.6429443359375,1898.5716552734375,105.9214859008789
2020-06-11,626.0596313476562,1861.5679931640625,103.92019653320312
2020-06-12,615.4763793945312,1836.2237548828125,101.4796142578125
2020-06-15,611.474365234375,1827.5809326171875,104.35951232910156
2020-06-16,623.6139526367188,1841.89599609375,103.67613983154297
2020-06-17,625.7928466796875,1843.6966552734375,106.31198120117188
2020-06-18,634.9085693359375,1834.9635009765625,106.48281860351562
2020-06-19,627.4826049804688,1840.8155517578125,108.386474609375
2020-06-22,625.83740234375,1825.8250732421875,106.43400573730469
2020-06-23,640.9118041992188,1832.4423828125,107.67870330810547
2020-06-24,635.1309814453125,1838.6546630859375,106.5072250366211
2020-06-25,622.9913940429688,1815.1561279296875,106.5072250366211
2020-06-26,665.4135131835938,1907.6651611328125,110.04608154296875
2020-06-29,650.7835083007812,1892.17919921875,107.23939514160156
2020-06-30,654.51904296875,1874.6229248046875,107.21499633789062
2020-07-01,650.9171142578125,1883.5361328125,106.92212677001953
2020-07-02,672.8840942382812,1942.147705078125,109.43592834472656
2020-07-03,678.3091430664062,1980.4117431640625,109.72880554199219
2020-07-06,679.4652709960938,2037.627685546875,108.67935180664062
2020-07-07,706.2792358398438,2043.659912109375,109.7776107788086
2020-07-08,688.9813842773438,1997.7431640625,108.89900207519531
2020-07-09,695.206787109375,1984.6435546875,108.16682434082031
2020-07-10,695.3402709960938,2000.8492431640625,108.410888671875
2020-07-13,708.8582763671875,1998.7335205078125,111.09552764892578
2020-07-14,696.5853271484375,1955.4722900390625,109.82642364501953
2020-07-15,739.0073852539062,2011.2476806640625,128.25286865234375
2020-07-16,810.2000122070312,2016.5267333984375,127.83794403076172
2020-07-17,803.2186889648438,1985.8463134765625,127.56949615478516
2020-07-20,830.921875,1992.29833984375,132.18218994140625
2020-07-21,833.1008911132812,2007.774169921875,132.45068359375
2020-07-22,816.336669921875,1977.0037841796875,129.83924865722656
2020-07-23,807.4874877929688,1959.18212890625,130.13211059570312
2020-07-24,820.7388916015625,1946.7301025390625,132.06016540527344
2020-07-27,843.5064697265625,1991.3062744140625,131.23036193847656
2020-07-28,856.3129272460938,2084.20361328125,134.4519500732422
2020-07-29,848.57568359375,2053.7939453125,135.20851135253906
2020-07-30,855.0679321289062,2056.9072265625,138.67417907714844
2020-07-31,859.114501953125,2058.62158203125,137.1365966796875
2020-08-03,851.0214233398438,2034.0316162109375,137.42945861816406
2020-08-04,844.7513427734375,2030.0167236328125,137.18540954589844
2020-08-05,840.1712036132812,2038.8604736328125,135.79428100585938
2020-08-06,863.427734375,2082.714599609375,136.50204467773438
2020-08-07,845.6852416992188,2071.208984375,135.40377807617188
2020-08-10,846.0853881835938,2059.884521484375,135.40377807617188
2020-08-11,843.5064697265625,2057.267578125,136.50204467773438
2020-08-12,849.2871704101562,2036.9200439453125,134.8180389404297
2020-08-13,845.9520263671875,2034.3031005859375,135.20851135253906
2020-08-14,848.08642578125,2023.204345703125,134.9644775390625
2020-08-17,851.554931640625,2033.3555908203125,137.62472534179688
2020-08-18,860.4929809570312,2048.10888671875,137.9907989501953
2020-08-19,853.15576171875,2036.2435302734375,136.5508575439453
2020-08-20,849.4650268554688,2032.859130859375,133.841796875
2020-08-21,843.8175659179688,2029.0242919921875,133.42691040039062
2020-08-24,842.572509765625,2028.573486328125,133.10963439941406
2020-08-25,834.3014526367188,2023.6556396484375,131.76730346679688
2020-08-26,845.5963745117188,2033.4459228515625,132.79234313964844
2020-08-27,842.26123046875,2028.843017578125,132.9387969970703
2020-08-28,831.7669677734375,2019.9559326171875,132.79234313964844
2020-08-31,825.8526611328125,2036.8291015625,132.42623901367188
2020-09-01,813.0015258789062,2026.994140625,132.57269287109375
2020-09-02,821.76171875,2043.9586181640625,133.59776306152344
2020-09-03,832.0336303710938,2074.95361328125,138.0640106201172
2020-09-04,817.4483032226562,2065.298828125,134.7204132080078
2020-09-07,822.6954956054688,2099.81396484375,136.062744140625
2020-09-08,835.3687744140625,2118.898681640625,137.91757202148438
2020-09-09,825.0967407226562,2100.354248046875,138.0640106201172
2020-09-10,836.0357666015625,2103.513427734375,138.893798828125
2020-09-11,841.0606079101562,2142.268798828125,143.16482543945312
2020-09-14,870.1424560546875,2248.114501953125,149.94969177246094
2020-09-15,873.7443237304688,2248.114501953125,150.0229034423828
2020-09-16,890.9088134765625,2258.58251953125,152.36585998535156
2020-09-17,899.1353759765625,2220.638427734375,152.14620971679688
2020-09-18,891.2647094726562,2210.66748046875,154.4891815185547
2020-09-21,898.1570434570312,2224.5634765625,152.2438201904297
2020-09-22,896.0226440429688,2276.584716796875,152.4146728515625
2020-09-23,906.9170532226562,2226.503662109375,153.68377685546875
2020-09-24,867.4744262695312,2104.505859375,148.72938537597656
2020-09-25,899.5355224609375,2185.76318359375,153.22006225585938
